time;x;y;z;gx;gy;gz;result_acel;result_gir
307.999;-0,76;0,03;0,58;0;0;0;0,96;0,00
308.017;-0,76;0,03;0,58;0;0;0;0,96;0,00
308.049;-0,76;0,03;0,58;0;0;0;0,96;0,00
308.081;-0,76;0,03;0,58;0;0;0;0,96;0,00
308.099;-0,76;0,03;0,57;0;0;0;0,95;0,00
308.149;-0,76;0,03;0,57;0;0;0;0,95;0,00
308.152;-0,76;0,03;0,57;0;0;0;0,95;0,00
308.199;-0,76;0,03;0,58;0;0;0;0,96;0,00
308.221;-0,76;0,03;0,58;0;0;0;0,96;0,00
308.249;-0,76;0,03;0,58;0;0;0;0,96;0,00
308.291;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
308.299;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
308.349;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
308.361;-0,76;0,03;0,57;0;0;0;0,95;0,00
308.399;-0,76;0,03;0,58;0;0;0;0,96;0,00
308.431;-0,76;0,03;0,58;0;0;0;0,96;0,00
308.449;-0,76;0,03;0,57;0;0;0;0,95;0,00
308.499;-0,76;0,03;0,57;0;0;0;0,95;0,00
308.502;-0,76;0,03;0,57;0;0;0;0,95;0,00
308.549;-0,76;0,03;0,57;0;0;0;0,95;0,00
308.571;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
308.599;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
308.641;-0,76;0,03;0,57;0;0;0;0,95;0,00
308.649;-0,76;0,03;0,57;0;0;0;0,95;0,00
308.699;-0,76;0,03;0,57;0;0;0;0,95;0,00
308.711;-0,76;0,03;0,57;0;0;0;0,95;0,00
308.749;-0,76;0,03;0,57;0;0;0;0,95;0,00
308.781;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
308.799;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
308.85;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
308.853;-0,76;0,03;0,58;0;0;0;0,96;0,00
308.899;-0,76;0,03;0,57;0;0;0;0,95;0,00
308.921;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
308.949;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
308.991;-0,76;0,03;0,58;0;0;0;0,96;0,00
308.999;-0,76;0,03;0,57;0;0;0;0,95;0,00
309.053;-0,77;0,03;0,57;0;0;0;0,96;0,00
309.062;-0,77;0,03;0,57;0;0;0;0,96;0,00
309.099;-0,76;0,03;0,57;0;0;0;0,95;0,00
309.131;-0,76;0,03;0,57;0;0;0;0,95;0,00
309.154;-0,76;0,03;0,57;0;0;0;0,95;0,00
309.237;-0,76;0,03;0,58;0;0;0;0,96;0,00
309.238;-0,76;0,03;0,58;0;0;0;0,96;0,00
309.258;-0,76;0,03;0,57;0;0;0;0,95;0,00
309.271;-0,76;0,03;0,57;0;0;0;0,95;0,00
309.309;-0,77;0,03;0,57;0;0;0;0,96;0,00
309.341;-0,77;0,03;0,57;0;0;0;0,96;0,00
309.363;-0,76;0,03;0,57;0;0;0;0,95;0,00
309.41;-0,76;0,03;0,58;0;0;0;0,96;0,00
309.412;-0,76;0,03;0,58;0;0;0;0,96;0,00
309.465;-0,76;0,03;0,57;0;0;0;0,95;0,00
309.481;-0,76;0,03;0,57;0;0;0;0,95;0,00
309.509;-0,76;0,03;0,57;0;0;0;0,95;0,00
309.551;-0,76;0,03;0,57;0;0;0;0,95;0,00
309.559;-0,76;0,03;0,58;0;0;0;0,96;0,00
309.609;-0,76;0,03;0,57;0;0;0;0,95;0,00
309.621;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
309.659;-0,77;0,03;0,57;-0,01;0;0;0,96;0,01
309.691;-0,77;0,03;0,57;0;0;0;0,96;0,00
309.709;-0,76;0,03;0,57;0;0;0;0,95;0,00
309.759;-0,76;0,03;0,57;0;0;0;0,95;0,00
309.763;-0,76;0,03;0,57;0;0;0;0,95;0,00
309.809;-0,76;0,03;0,58;0;0;0;0,96;0,00
309.831;-0,76;0,03;0,58;0;0;0;0,96;0,00
309.86;-0,77;0,03;0,58;0;0;0;0,96;0,00
309.901;-0,77;0,03;0,58;-0,01;0;0;0,96;0,01
309.909;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
309.959;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
309.971;-0,76;0,03;0,57;0;0;0;0,95;0,00
310.009;-0,76;0,03;0,58;0;0;0;0,96;0,00
310.041;-0,76;0,03;0,58;0;0;0;0,96;0,00
310.059;-0,76;0,03;0,57;0;0;0;0,95;0,00
310.109;-0,76;0,03;0,57;0;0;0;0,95;0,00
310.113;-0,76;0,03;0,57;0;0;0;0,95;0,00
310.159;-0,76;0,03;0,58;0;0;0;0,96;0,00
310.181;-0,76;0,03;0,58;0;0;0;0,96;0,00
310.209;-0,76;0,03;0,58;0;0;0;0,96;0,00
310.251;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
310.259;-0,77;0,03;0,57;-0,01;0;0;0,96;0,01
310.309;-0,77;0,03;0,57;-0,01;0;0;0,96;0,01
310.321;-0,77;0,03;0,57;0;0;-0,01;0,96;0,01
310.359;-0,76;0,03;0,58;0;0;-0,01;0,96;0,01
310.391;-0,76;0,03;0,58;0;0;0;0,96;0,00
310.409;-0,76;0,03;0,58;0;0;0;0,96;0,00
310.46;-0,76;0,03;0,58;0;0;0;0,96;0,00
310.462;-0,76;0,03;0,58;-0,01;0,01;0;0,96;0,01
310.51;-0,76;0,03;0,57;-0,01;0,01;0;0,95;0,01
310.531;-0,76;0,03;0,57;0;0;0;0,95;0,00
310.559;-0,76;0,03;0,57;0;0;0;0,95;0,00
310.601;-0,76;0,03;0,57;0;0;0;0,95;0,00
310.609;-0,76;0,03;0,57;0;0;0;0,95;0,00
310.659;-0,76;0,03;0,57;0;0;0;0,95;0,00
310.671;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
310.709;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
310.741;-0,76;0,03;0,57;0;0;0;0,95;0,00
310.759;-0,76;0,03;0,57;0;0;0;0,95;0,00
310.81;-0,76;0,03;0,58;0;0;0;0,96;0,00
310.812;-0,76;0,03;0,58;0;0;0;0,96;0,00
310.859;-0,76;0,03;0,57;0;0;0;0,95;0,00
310.885;-0,76;0,03;0,57;0;0;0;0,95;0,00
310.909;-0,76;0,03;0,57;0;0;0;0,95;0,00
310.951;-0,76;0,03;0,57;0;0;0;0,95;0,00
310.959;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.009;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.021;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.059;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.096;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.109;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.159;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.163;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.21;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.231;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.259;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.301;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.309;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.359;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.371;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.409;-0,76;0,03;0,58;0;0;0;0,96;0,00
311.441;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
311.459;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
311.51;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
311.512;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.559;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.581;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.609;-0,76;0,03;0,58;0;0;0;0,96;0,00
311.651;-0,76;0,03;0,58;0;0;0;0,96;0,00
311.659;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.709;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.721;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.759;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.791;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.809;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.859;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.862;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.909;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.931;-0,76;0,03;0,57;0;0;0;0,95;0,00
311.959;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.001;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.009;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.059;-0,76;0,03;0,58;0;0;0;0,96;0,00
312.071;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
312.119;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
312.141;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.159;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.209;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.212;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.259;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.281;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.311;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.351;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.359;-0,76;0,03;0,58;0;0;0;0,96;0,00
312.41;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.421;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.459;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.492;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.511;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.56;-0,76;0,03;0,58;0;0;0;0,96;0,00
312.562;-0,76;0,03;0,58;0;0;0;0,96;0,00
312.611;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.631;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.659;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.701;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.711;-0,77;0,03;0,57;0;0;0;0,96;0,00
312.759;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.771;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.811;-0,76;0,03;0,58;0;0;0;0,96;0,00
312.841;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
312.859;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
312.915;-0,77;0,03;0,57;-0,01;0;0;0,96;0,01
312.917;-0,77;0,03;0,57;0;0;0;0,96;0,00
312.959;-0,76;0,03;0,57;0;0;0;0,95;0,00
312.981;-0,76;0,03;0,57;0;0;0;0,95;0,00
313.01;-0,76;0,03;0,58;0;0;0;0,96;0,00
313.051;-0,76;0,03;0,58;0;0;0;0,96;0,00
313.059;-0,77;0,03;0,57;0;0;0;0,96;0,00
313.111;-0,76;0,02;0,57;0;0;0;0,95;0,00
313.121;-0,76;0,02;0,57;0;0;0;0,95;0,00
313.159;-0,76;0,03;0,58;0;0;0;0,96;0,00
313.191;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
313.211;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
313.26;-0,77;0,02;0,57;-0,01;0;0;0,96;0,01
313.262;-0,77;0,02;0,57;-0,01;0;0;0,96;0,01
313.312;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
313.331;-0,76;0,03;0,57;0;0;0;0,95;0,00
313.359;-0,76;0,03;0,58;0;0;0;0,96;0,00
313.401;-0,76;0,03;0,58;0;0;0;0,96;0,00
313.411;-0,76;0,03;0,57;0;0;0;0,95;0,00
313.459;-0,76;0,03;0,57;0;0;0;0,95;0,00
313.471;-0,76;0,03;0,57;0;0;0;0,95;0,00
313.51;-0,76;0,03;0,57;0;0;0;0,95;0,00
313.541;-0,76;0,03;0,57;0;0;0;0,95;0,00
313.559;-0,76;0,03;0,57;0;0;0;0,95;0,00
313.613;-0,76;0,03;0,58;0;0;0;0,96;0,00
313.615;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
313.659;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
313.681;-0,76;0,03;0,58;0;0;0;0,96;0,00
313.712;-0,77;0,03;0,57;0;0;0;0,96;0,00
313.751;-0,77;0,03;0,57;-0,01;0;0;0,96;0,01
313.759;-0,77;0,02;0,57;-0,01;0;0;0,96;0,01
313.81;-0,77;0,03;0,57;-0,01;0;0;0,96;0,01
313.821;-0,77;0,03;0,57;0;0;-0,01;0,96;0,01
313.859;-0,76;0,04;0,58;0;0;-0,01;0,96;0,01
313.891;-0,76;0,04;0,58;0;0;0;0,96;0,00
313.909;-0,75;0,03;0,58;0;0;0;0,95;0,00
313.96;-0,77;0,04;0,58;0;0;0;0,96;0,00
313.962;-0,77;0,04;0,58;-0,01;0;0;0,96;0,01
314.009;-0,76;0,02;0,58;-0,01;0;0;0,96;0,01
314.031;-0,76;0,02;0,58;-0,01;0;0;0,96;0,01
314.059;-0,77;0,03;0,57;-0,01;0;0;0,96;0,01
314.101;-0,77;0,03;0,57;0;0;0;0,96;0,00
314.109;-0,76;0,03;0,57;0;0;0;0,95;0,00
314.159;-0,76;0,04;0,57;0;0;0;0,95;0,00
314.171;-0,76;0,04;0,57;0;0;0;0,95;0,00
314.211;-0,76;0,03;0,58;0;0;0;0,96;0,00
314.241;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
314.259;-0,77;0,02;0,57;-0,01;0;0;0,96;0,01
314.31;-0,77;0,03;0,56;-0,01;0;0;0,95;0,01
314.312;-0,77;0,03;0,56;-0,01;0;0;0,95;0,01
314.359;-0,75;0,03;0,57;-0,01;0;0;0,94;0,01
314.381;-0,75;0,03;0,57;0;0;-0,01;0,94;0,01
314.409;-0,76;0,03;0,58;0;0;-0,01;0,96;0,01
314.452;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
314.459;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
314.509;-0,77;0,03;0,57;-0,01;0;0;0,96;0,01
314.521;-0,77;0,03;0,57;0;0;0;0,96;0,00
314.559;-0,77;0,03;0,57;0;0;0;0,96;0,00
314.591;-0,77;0,03;0,57;0;0;0;0,96;0,00
314.609;-0,76;0,03;0,58;0;0;0;0,96;0,00
314.66;-0,76;0,03;0,57;0;0;0;0,95;0,00
314.662;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
314.709;-0,77;0,03;0,57;-0,01;0;0;0,96;0,01
314.731;-0,77;0,03;0,57;0;0;0;0,96;0,00
314.76;-0,76;0,02;0,57;0;0;0;0,95;0,00
314.801;-0,76;0,02;0,57;0;0;0;0,95;0,00
314.809;-0,76;0,03;0,58;0;0;0;0,96;0,00
314.859;-0,76;0,02;0,57;0;0;0;0,95;0,00
314.871;-0,76;0,02;0,57;0;0;0;0,95;0,00
314.909;-0,77;0,04;0,57;0;0;0;0,96;0,00
314.941;-0,77;0,04;0,57;0;0;0;0,96;0,00
314.959;-0,75;0,02;0,57;0;0;0;0,94;0,00
315.009;-0,77;0,04;0,58;0;0;0;0,96;0,00
315.093;-0,77;0,04;0,58;0;0;0;0,96;0,00
315.094;-0,76;0,02;0,57;0;0;0;0,95;0,00
315.095;-0,76;0,02;0,57;0;0;0;0,95;0,00
315.109;-0,77;0,04;0,57;0;0;0;0,96;0,00
315.151;-0,77;0,04;0,57;-0,01;0;0;0,96;0,01
315.159;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
315.209;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
315.221;-0,76;0,03;0,57;0;0;0;0,95;0,00
315.259;-0,76;0,03;0,57;0;0;0;0,95;0,00
315.292;-0,76;0,03;0,57;0;0;0;0,95;0,00
315.315;-0,76;0,03;0,57;0;0;0;0,95;0,00
315.359;-0,76;0,03;0,57;0;0;0;0,95;0,00
315.363;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
315.409;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
315.431;-0,76;0,03;0,57;0;0;0;0,95;0,00
315.459;-0,77;0,04;0,57;0;0;0;0,96;0,00
315.501;-0,77;0,04;0,57;-0,01;0;0;0,96;0,01
315.509;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
315.559;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
315.571;-0,76;0,02;0,57;0;0;0;0,95;0,00
315.609;-0,76;0,03;0,58;0;0;0;0,96;0,00
315.641;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
315.659;-0,77;0,04;0,57;-0,01;0;0;0,96;0,01
315.709;-0,76;0,02;0,56;-0,01;0;0;0,94;0,01
315.713;-0,76;0,02;0,56;0;0;-0,01;0,94;0,01
315.759;-0,75;0,04;0,59;0;0;-0,01;0,96;0,01
315.781;-0,75;0,04;0,59;0;0;0;0,96;0,00
315.809;-0,74;0;0,57;0;0;0;0,93;0,00
315.851;-0,74;0;0,57;0;0;0;0,93;0,00
315.859;-0,78;0,06;0,59;0;0;0;0,98;0,00
315.909;-0,75;0,01;0,57;0;0;0;0,94;0,00
315.921;-0,75;0,01;0,57;-0,01;0;0;0,94;0,01
315.959;-0,77;0,04;0,57;-0,01;0;0;0,96;0,01
315.991;-0,77;0,04;0,57;-0,01;0;0;0,96;0,01
316.009;-0,77;0,03;0,57;-0,01;0;0;0,96;0,01
316.059;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
316.063;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
316.109;-0,78;0,05;0,58;-0,01;0;0;0,97;0,01
316.131;-0,78;0,05;0,58;-0,01;0;0,01;0,97;0,01
316.159;-0,75;0,02;0,58;-0,01;0;0,01;0,95;0,01
316.201;-0,75;0,02;0,58;0;0;0;0,95;0,00
316.209;-0,77;0,03;0,57;0;0;0;0,96;0,00
316.26;-0,76;0,03;0,57;0;0;0;0,95;0,00
316.271;-0,76;0,03;0,57;0;0;-0,01;0,95;0,01
316.309;-0,76;0,03;0,58;0;0;-0,01;0,96;0,01
316.341;-0,76;0,03;0,58;0;0;-0,01;0,96;0,01
316.359;-0,76;0,03;0,58;0;0;-0,01;0,96;0,01
316.41;-0,77;0,03;0,58;0;0;-0,01;0,96;0,01
316.412;-0,77;0,03;0,58;0;0;0;0,96;0,00
316.459;-0,76;0,02;0,56;0;0;0;0,94;0,00
316.486;-0,76;0,02;0,56;0;0;0;0,94;0,00
316.509;-0,77;0,03;0,58;0;0;0;0,96;0,00
316.551;-0,77;0,03;0,58;0;0;0;0,96;0,00
316.559;-0,76;0,03;0,58;0;0;0;0,96;0,00
316.609;-0,76;0,03;0,57;0;0;0;0,95;0,00
316.621;-0,76;0,03;0,57;0;0;0;0,95;0,00
316.659;-0,77;0,03;0,57;0;0;0;0,96;0,00
316.691;-0,77;0,03;0,57;0;0;-0,01;0,96;0,01
316.709;-0,77;0,03;0,57;0;0;-0,01;0,96;0,01
316.759;-0,76;0,04;0,58;0;0;-0,01;0,96;0,01
316.763;-0,76;0,04;0,58;0;0;-0,01;0,96;0,01
316.809;-0,76;0,03;0,58;0;0;-0,01;0,96;0,01
316.831;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
316.859;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
316.901;-0,76;0,02;0,57;0;0;0;0,95;0,00
316.909;-0,77;0,03;0,57;0;0;0;0,96;0,00
316.959;-0,76;0,03;0,57;0;0;0;0,95;0,00
316.971;-0,76;0,03;0,57;0;0;0;0,95;0,00
317.009;-0,76;0,03;0,58;0;0;0;0,96;0,00
317.041;-0,76;0,03;0,58;0;0;0;0,96;0,00
317.059;-0,76;0,04;0,57;0;0;0;0,95;0,00
317.109;-0,77;0,03;0,57;0;0;0;0,96;0,00
317.113;-0,77;0,03;0,57;-0,01;0;-0,01;0,96;0,01
317.159;-0,76;0,03;0,57;-0,01;0;-0,01;0,95;0,01
317.181;-0,76;0,03;0,57;0;0;-0,01;0,95;0,01
317.209;-0,76;0,03;0,57;0;0;-0,01;0,95;0,01
317.251;-0,76;0,03;0,57;0;0;0;0,95;0,00
317.259;-0,76;0,03;0,58;0;0;0;0,96;0,00
317.309;-0,76;0,03;0,57;0;0;0;0,95;0,00
317.321;-0,76;0,03;0,57;0;0;0;0,95;0,00
317.359;-0,77;0,03;0,57;0;0;0;0,96;0,00
317.391;-0,77;0,03;0,57;0;0;0;0,96;0,00
317.409;-0,76;0,03;0,57;0;0;0;0,95;0,00
317.46;-0,76;0,03;0,58;0;0;0;0,96;0,00
317.462;-0,76;0,03;0,58;0;0;0;0,96;0,00
317.509;-0,76;0,03;0,58;0;0;0;0,96;0,00
317.531;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
317.559;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
317.601;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
317.609;-0,77;0,03;0,57;-0,01;0;0;0,96;0,01
317.66;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
317.671;-0,76;0,03;0,57;0;0;0;0,95;0,00
317.709;-0,76;0,03;0,58;0;0;0;0,96;0,00
317.741;-0,76;0,03;0,58;0;0;0;0,96;0,00
317.759;-0,77;0,03;0,57;0;0;0;0,96;0,00
317.809;-0,76;0,03;0,57;0;0;0;0,95;0,00
317.812;-0,76;0,03;0,57;0;0;0;0,95;0,00
317.859;-0,76;0,03;0,58;0;0;0;0,96;0,00
317.881;-0,76;0,03;0,58;0;0;0;0,96;0,00
317.909;-0,77;0,03;0,57;0;0;0;0,96;0,00
317.952;-0,77;0,03;0,57;-0,01;0;0;0,96;0,01
317.959;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
318.009;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
318.021;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
318.059;-0,75;0,02;0,57;-0,01;0;0;0,94;0,01
318.091;-0,75;0,02;0,57;0;0;0;0,94;0,00
318.109;-0,77;0,03;0,57;0;0;0;0,96;0,00
318.16;-0,75;0,03;0,58;0;0;0;0,95;0,00
318.162;-0,75;0,03;0,58;0;0;0;0,95;0,00
318.212;-0,76;0,04;0,58;0;0;0;0,96;0,00
318.234;-0,76;0,04;0,58;0;0,01;0;0,96;0,01
318.259;-0,77;0,03;0,56;0;0,01;0;0,95;0,01
318.301;-0,77;0,03;0,56;0;0;0;0,95;0,00
318.309;-0,77;0,02;0,56;0;0;0;0,95;0,00
318.361;-0,76;0,04;0,59;0;0;0;0,96;0,00
318.371;-0,76;0,04;0,59;0;0;-0,01;0,96;0,01
318.409;-0,75;0,03;0,59;0;0;-0,01;0,95;0,01
318.443;-0,75;0,03;0,59;-0,01;0;0;0,95;0,01
318.459;-0,77;0,03;0,57;-0,01;0;0;0,96;0,01
318.509;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
318.512;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
318.559;-0,76;0,04;0,58;-0,01;0;0;0,96;0,01
318.581;-0,76;0,04;0,58;-0,01;0;0;0,96;0,01
318.609;-0,75;0,02;0,58;-0,01;0;0;0,95;0,01
318.654;-0,75;0,02;0,58;-0,01;0;0;0,95;0,01
318.659;-0,76;0,04;0,58;-0,01;0;0;0,96;0,01
318.709;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
318.722;-0,76;0,03;0,57;0;0;0;0,95;0,00
318.759;-0,77;0,03;0,57;0;0;0;0,96;0,00
318.791;-0,77;0,03;0,57;-0,01;0;0;0,96;0,01
318.81;-0,77;0,03;0,58;-0,01;0;0;0,96;0,01
318.859;-0,76;0,03;0,57;-0,01;0;0;0,95;0,01
318.862;-0,76;0,03;0,57;0;0;-0,01;0,95;0,01
318.909;-0,75;0,03;0,58;0;0;-0,01;0,95;0,01
318.931;-0,75;0,03;0,58;-0,01;0;0;0,95;0,01
318.959;-0,76;0,02;0,58;-0,01;0;0;0,96;0,01
319.002;-0,76;0,02;0,58;-0,01;0;0;0,96;0,01
319.009;-0,77;0,03;0,57;-0,01;0;0;0,96;0,01
319.059;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
319.071;-0,76;0,03;0,58;0;0;0;0,96;0,00
319.109;-0,76;0,03;0,58;0;0;0;0,96;0,00
319.142;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
319.159;-0,77;0,03;0,56;-0,01;0;0;0,95;0,01
319.209;-0,76;0,03;0,58;-0,01;0;0;0,96;0,01
319.212;-0,76;0,03;0,58;0;0;-0,01;0,96;0,01
319.259;-0,76;0,03;0,57;0;0;-0,01;0,95;0,01
319.281;-0,76;0,03;0,57;0;0;-0,01;0,95;0,01
319.309;-0,76;0,03;0,57;0;0;-0,01;0,95;0,01
319.351;-0,76;0,03;0,57;0;0;0;0,95;0,00
319.359;-0,76;0,03;0,58;0;0;0;0,96;0,00
319.41;-0,77;0,04;0,58;0;0;0;0,96;0,00
319.422;-0,77;0,04;0,58;0;0;0;0,96;0,00
319.459;-0,76;0,03;0,57;0;0;0;0,95;0,00
319.491;-0,76;0,03;0,57;0;0;0;0,95;0,00
319.509;-0,77;0,03;0,57;0;0;0;0,96;0,00
319.561;-0,76;0,03;0,57;0;0;0;0,95;0,00
319.564;-0,76;0,03;0,57;0;0;0;0,95;0,00
319.609;-0,77;0,03;0,57;0;0;0;0,96;0,00
319.631;-0,77;0,03;0,57;0;0;-0,01;0,96;0,01
319.659;-0,76;0,03;0,57;0;0;-0,01;0,95;0,01
319.701;-0,76;0,03;0,57;0;0;0;0,95;0,00
319.71;-0,77;0,03;0,58;0;0;0;0,96;0,00
319.759;-0,76;0,03;0,57;0;0;0;0,95;0,00
319.774;-0,76;0,03;0,57;0;0;0;0,95;0,00
319.809;-0,76;0,04;0,58;0;0;0;0,96;0,00
319.841;-0,76;0,04;0,58;0;0;0;0,96;0,00
319.859;-0,76;0,03;0,57;0;0;0;0,95;0,00
319.909;-0,77;0,04;0,58;0;0;0;0,96;0,00
319.912;-0,77;0,04;0,58;-0,01;0;0;0,96;0,01
319.959;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
319.982;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
320.009;-0,77;0,02;0,56;-0,01;0;0;0,95;0,01
320.051;-0,77;0,02;0,56;-0,01;0;-0,01;0,95;0,01
320.059;-0,76;0,02;0,57;-0,01;0;-0,01;0,95;0,01
320.109;-0,75;0,03;0,58;-0,01;0;-0,01;0,95;0,01
320.123;-0,75;0,03;0,58;0;0;-0,01;0,95;0,01
320.159;-0,76;0,03;0,58;0;0;-0,01;0,96;0,01
320.193;-0,76;0,03;0,58;0;0;0,01;0,96;0,01
320.209;-0,76;0,03;0,57;0;0;0,01;0,95;0,01
320.26;-0,77;0,03;0,56;0;0;0,01;0,95;0,01
320.262;-0,77;0,03;0,56;0;0;0;0,95;0,00
320.309;-0,76;0,03;0,58;0;0;0;0,96;0,00
320.332;-0,76;0,03;0,58;0;0;-0,01;0,96;0,01
320.359;-0,76;0,04;0,58;0;0;-0,01;0,96;0,01
320.401;-0,76;0,04;0,58;-0,01;0;0;0,96;0,01
320.409;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
320.46;-0,77;0,02;0,56;-0,01;0;0;0,95;0,01
320.471;-0,77;0,02;0,56;-0,01;0;0;0,95;0,01
320.509;-0,76;0,02;0,57;-0,01;0;0;0,95;0,01
320.541;-0,76;0,02;0,57;0;0;0;0,95;0,00
320.559;-0,76;0,03;0,58;0;0;0;0,96;0,00
320.609;-0,76;0,03;0,57;0;0;0;0,95;0,00
320.613;-0,76;0,03;0,57;0;0;0,01;0,95;0,01
