time;x;y;z;gx;gy;gz;result_acelerometro;result_giroscopio
117.046;0,03;1,09;0,05;0,14;0,06;0,16;1,09;0,22
117.078;0,03;1,09;0,05;0,07;-0,08;0,03;1,09;0,11
117.096;0,05;1,09;0,05;0,07;-0,08;0,03;1,09;0,11
117.147;0,04;1,09;0,00;0,07;-0,08;0,03;1,09;0,11
117.149;0,04;1,09;0,00;0,25;-0,01;0,12;1,09;0,28
117.196;0,02;1,08;0,00;0,25;-0,01;0,12;1,08;0,28
117.218;0,02;1,08;0,00;0,55;-0,12;-0,05;1,08;0,57
117.246;0,01;1,10;-0,05;0,55;-0,12;-0,05;1,10;0,57
117.288;0,01;1,10;-0,05;0,08;-0,08;0,07;1,10;0,13
117.296;0,01;1,10;-0,06;0,08;-0,08;0,07;1,10;0,13
117.346;0,02;1,08;-0,07;0,08;-0,08;0,07;1,08;0,13
117.358;0,02;1,08;-0,07;0,11;-0,15;-0,07;1,08;0,20
117.396;0,00;1,08;-0,08;0,11;-0,15;-0,07;1,08;0,20
117.429;0,00;1,08;-0,08;0,31;-0,21;-0,24;1,08;0,44
117.446;0,01;1,09;-0,09;0,31;-0,21;-0,24;1,09;0,44
117.496;0,01;1,09;-0,08;0,31;-0,21;-0,24;1,09;0,44
117.499;0,01;1,09;-0,08;0,25;-0,11;0,00;1,09;0,27
117.546;0,01;1,09;-0,08;0,25;-0,11;0,00;1,09;0,27
117.568;0,01;1,09;-0,08;0,00;-0,01;0,08;1,09;0,08
117.596;0,03;1,09;-0,04;0,00;-0,01;0,08;1,09;0,08
117.644;0,03;1,09;-0,04;-0,03;-0,05;0,08;1,09;0,10
117.646;0,02;1,09;-0,04;-0,03;-0,05;0,08;1,09;0,10
117.696;0,01;1,08;-0,07;-0,03;-0,05;0,08;1,08;0,10
117.708;0,01;1,08;-0,07;-0,08;-0,11;-0,03;1,08;0,14
117.746;0,02;1,09;-0,09;-0,08;-0,11;-0,03;1,09;0,14
117.778;0,02;1,09;-0,09;-0,08;0,03;0,11;1,09;0,14
117.796;0,02;1,09;-0,09;-0,08;0,03;0,11;1,09;0,14
117.86;0,03;1,09;-0,09;-0,08;0,03;0,11;1,09;0,14
117.865;0,03;1,09;-0,09;-0,09;0,02;0,00;1,09;0,09
117.896;0,02;1,09;-0,09;-0,09;0,02;0,00;1,09;0,09
117.918;0,02;1,09;-0,09;-0,05;-0,02;-0,01;1,09;0,05
117.946;0,01;1,09;-0,10;-0,05;-0,02;-0,01;1,09;0,05
117.988;0,01;1,09;-0,10;0,05;-0,01;-0,04;1,09;0,06
117.996;0,02;1,09;-0,09;0,05;-0,01;-0,04;1,09;0,06
118.049;0,02;1,09;-0,10;0,05;-0,01;-0,04;1,09;0,06
118.059;0,02;1,09;-0,10;0,04;-0,07;-0,09;1,09;0,12
118.096;0,01;1,09;-0,10;0,04;-0,07;-0,09;1,09;0,12
118.138;0,01;1,09;-0,10;0,04;0,03;0,01;1,09;0,05
118.153;0,02;1,08;-0,09;0,04;0,03;0,01;1,08;0,05
118.196;0,03;1,09;-0,07;0,04;0,03;0,01;1,09;0,05
118.2;0,03;1,09;-0,07;0,03;0,01;-0,04;1,09;0,05
118.246;0,02;1,09;-0,07;0,03;0,01;-0,04;1,09;0,05
118.267;0,02;1,09;-0,07;-0,01;-0,03;-0,04;1,09;0,05
118.296;0,01;1,09;-0,08;-0,01;-0,03;-0,04;1,09;0,05
118.344;0,01;1,09;-0,08;-0,06;-0,01;-0,01;1,09;0,06
118.346;0,01;1,09;-0,09;-0,06;-0,01;-0,01;1,09;0,06
118.396;0,01;1,09;-0,09;-0,06;-0,01;-0,01;1,09;0,06
118.408;0,01;1,09;-0,09;-0,03;-0,02;-0,01;1,09;0,04
118.449;0,00;1,09;-0,11;-0,03;-0,02;-0,01;1,10;0,04
118.479;0,00;1,09;-0,11;-0,02;0,03;-0,01;1,10;0,04
118.497;0,00;1,09;-0,10;-0,02;0,03;-0,01;1,09;0,04
118.547;0,01;1,09;-0,09;-0,02;0,03;-0,01;1,09;0,04
118.549;0,01;1,09;-0,09;-0,01;0,04;0,01;1,09;0,04
118.596;0,01;1,09;-0,08;-0,01;0,04;0,01;1,09;0,04
118.618;0,01;1,09;-0,08;0,00;0,02;-0,02;1,09;0,03
118.652;0,01;1,09;-0,08;0,00;0,02;-0,02;1,09;0,03
118.688;0,01;1,09;-0,08;-0,01;0,00;-0,03;1,09;0,03
118.696;0,01;1,09;-0,08;-0,01;0,00;-0,03;1,09;0,03
118.746;0,01;1,09;-0,09;-0,01;0,00;-0,03;1,09;0,03
118.758;0,01;1,09;-0,09;-0,03;0,00;0,00;1,09;0,03
118.796;0,01;1,09;-0,09;-0,03;0,00;0,00;1,09;0,03
118.844;0,01;1,09;-0,09;-0,01;0,00;-0,03;1,09;0,03
118.847;0,00;1,09;-0,08;-0,01;0,00;-0,03;1,09;0,03
118.896;0,00;1,09;-0,08;-0,01;0,00;-0,03;1,09;0,03
118.898;0,00;1,09;-0,08;-0,04;0,02;0,00;1,09;0,04
118.947;0,00;1,09;-0,07;-0,04;0,02;0,00;1,09;0,04
118.968;0,00;1,09;-0,07;-0,09;-0,02;-0,01;1,09;0,09
118.996;0,01;1,09;-0,05;-0,09;-0,02;-0,01;1,09;0,09
119.038;0,01;1,09;-0,05;-0,19;-0,15;0,09;1,09;0,26
119.049;0,03;1,10;-0,05;-0,19;-0,15;0,09;1,10;0,26
119.096;0,03;1,08;-0,03;-0,19;-0,15;0,09;1,08;0,26
119.107;0,03;1,08;-0,03;-0,19;-0,15;0,03;1,08;0,24
119.146;0,01;1,09;-0,01;-0,19;-0,15;0,03;1,09;0,24
119.178;0,01;1,09;-0,01;-0,51;-0,51;-0,16;1,09;0,74
119.198;0,00;1,10;-0,03;-0,51;-0,51;-0,16;1,10;0,74
119.246;0,00;1,09;-0,01;-0,51;-0,51;-0,16;1,09;0,74
119.248;0,00;1,09;-0,01;-0,27;-0,18;0,07;1,09;0,33
119.296;-0,02;1,09;0,01;-0,27;-0,18;0,07;1,09;0,33
119.318;-0,02;1,09;0,01;-0,39;-0,03;0,09;1,09;0,40
119.346;-0,01;1,09;0,03;-0,39;-0,03;0,09;1,09;0,40
119.388;-0,01;1,09;0,03;-0,36;0,13;-0,09;1,09;0,39
119.396;0,01;1,08;0,05;-0,36;0,13;-0,09;1,08;0,39
119.446;0,00;1,09;0,06;-0,36;0,13;-0,09;1,09;0,39
119.457;0,00;1,09;0,06;-0,16;0,14;-0,04;1,09;0,22
119.496;0,01;1,09;0,07;-0,16;0,14;-0,04;1,09;0,22
119.527;0,01;1,09;0,07;-0,28;0,17;0,01;1,09;0,33
119.546;0,02;1,08;0,07;-0,28;0,17;0,01;1,08;0,33
119.596;0,02;1,08;0,06;-0,28;0,17;0,01;1,08;0,33
119.598;0,02;1,08;0,06;-0,05;0,13;0,03;1,08;0,14
119.646;0,02;1,09;0,07;-0,05;0,13;0,03;1,09;0,14
119.668;0,02;1,09;0,07;-0,05;0,09;0,04;1,09;0,11
119.696;0,01;1,09;0,07;-0,05;0,09;0,04;1,09;0,11
119.747;0,01;1,09;0,07;-0,08;0,03;0,02;1,09;0,09
119.749;0,01;1,09;0,08;-0,08;0,03;0,02;1,09;0,09
119.796;0,01;1,08;0,09;-0,08;0,03;0,02;1,08;0,09
119.818;0,01;1,08;0,09;-0,03;0,02;0,01;1,08;0,04
119.859;0,01;1,08;0,10;-0,03;0,02;0,01;1,08;0,04
119.888;0,01;1,08;0,10;-0,02;0,01;0,01;1,08;0,02
119.896;0,02;1,08;0,10;-0,02;0,01;0,01;1,08;0,02
119.946;0,02;1,08;0,11;-0,02;0,01;0,01;1,09;0,02
119.958;0,02;1,08;0,11;0,00;-0,03;0,01;1,09;0,03
119.996;0,01;1,09;0,10;0,00;-0,03;0,01;1,09;0,03
120.048;0,01;1,09;0,10;-0,02;-0,02;0,05;1,09;0,06
120.055;0,01;1,08;0,10;-0,02;-0,02;0,05;1,08;0,06
120.096;0,00;1,08;0,09;-0,02;-0,02;0,05;1,08;0,06
120.1;0,00;1,08;0,09;-0,02;-0,02;0,00;1,08;0,03
120.147;0,01;1,08;0,10;-0,02;-0,02;0,00;1,08;0,03
120.168;0,01;1,08;0,10;0,00;-0,02;-0,05;1,08;0,05
120.196;0,01;1,08;0,11;0,00;-0,02;-0,05;1,09;0,05
120.244;0,01;1,08;0,11;0,01;-0,08;-0,01;1,09;0,08
120.246;0,02;1,09;0,10;0,01;-0,08;-0,01;1,09;0,08
120.296;0,01;1,07;0,10;0,01;-0,08;-0,01;1,07;0,08
120.307;0,01;1,07;0,10;-0,01;-0,04;-0,02;1,07;0,05
120.347;0,01;1,08;0,10;-0,01;-0,04;-0,02;1,08;0,05
120.379;0,01;1,08;0,10;0,01;-0,03;-0,01;1,08;0,03
120.396;0,01;1,08;0,10;0,01;-0,03;-0,01;1,08;0,03
120.447;0,01;1,08;0,11;0,01;-0,03;-0,01;1,09;0,03
120.455;0,01;1,08;0,11;0,03;-0,02;-0,01;1,09;0,04
120.496;0,02;1,09;0,10;0,03;-0,02;-0,01;1,09;0,04
120.518;0,02;1,09;0,10;0,01;-0,02;0,04;1,09;0,05
120.588;0,02;1,08;0,10;0,01;-0,02;0,04;1,08;0,05
120.589;0,02;1,08;0,10;-0,01;-0,03;0,02;1,08;0,04
120.6;0,02;1,08;0,10;-0,01;-0,03;0,02;1,08;0,04
120.654;0,01;1,08;0,09;-0,01;-0,03;0,02;1,08;0,04
120.658;0,01;1,08;0,09;0,01;-0,04;-0,02;1,08;0,05
120.696;0,00;1,09;0,09;0,01;-0,04;-0,02;1,09;0,05
120.745;0,00;1,09;0,09;0,00;0,01;0,03;1,09;0,03
120.754;0,01;1,08;0,09;0,00;0,01;0,03;1,08;0,03
120.796;0,02;1,09;0,09;0,00;0,01;0,03;1,09;0,03
120.799;0,02;1,09;0,09;0,02;0,01;-0,01;1,09;0,02
120.846;0,02;1,08;0,09;0,02;0,01;-0,01;1,08;0,02
120.868;0,02;1,08;0,09;0,00;0,02;0,02;1,08;0,03
120.896;0,02;1,08;0,10;0,00;0,02;0,02;1,08;0,03
120.943;0,02;1,08;0,10;0,02;0,00;0,01;1,08;0,02
120.947;0,02;1,08;0,10;0,02;0,00;0,01;1,08;0,02
120.996;0,02;1,08;0,09;0,02;0,00;0,01;1,08;0,02
121.008;0,02;1,08;0,09;0,00;0,01;0,02;1,08;0,02
121.056;0,02;1,08;0,10;0,00;0,01;0,02;1,08;0,02
121.079;0,02;1,08;0,10;0,01;-0,02;-0,01;1,08;0,02
121.099;0,02;1,08;0,09;0,01;-0,02;-0,01;1,08;0,02
121.155;0,03;1,08;0,09;0,01;-0,02;-0,01;1,08;0,02
121.156;0,03;1,08;0,09;0,01;0,01;0,02;1,08;0,02
121.196;0,02;1,08;0,09;0,01;0,01;0,02;1,08;0,02
121.218;0,02;1,08;0,09;0,01;-0,01;0,01;1,08;0,02
121.265;0,02;1,08;0,08;0,01;-0,01;0,01;1,08;0,02
121.288;0,02;1,08;0,08;0,00;0,01;0,04;1,08;0,04
121.297;0,02;1,08;0,09;0,00;0,01;0,04;1,08;0,04
121.362;0,02;1,09;0,08;0,00;0,01;0,04;1,09;0,04
121.364;0,02;1,09;0,08;0,01;0,00;0,02;1,09;0,02
121.396;0,02;1,08;0,08;0,01;0,00;0,02;1,08;0,02
121.429;0,02;1,08;0,08;0,01;0,02;0,01;1,08;0,02
121.447;0,02;1,08;0,08;0,01;0,02;0,01;1,08;0,02
121.496;0,02;1,08;0,09;0,01;0,02;0,01;1,08;0,02
121.5;0,02;1,08;0,09;0,00;0,01;0,01;1,08;0,01
121.558;0,03;1,08;0,09;0,00;0,01;0,01;1,08;0,01
121.568;0,03;1,08;0,09;0,00;0,01;0,00;1,08;0,01
121.596;0,03;1,08;0,09;0,00;0,01;0,00;1,08;0,01
121.638;0,03;1,08;0,09;0,00;0,00;-0,01;1,08;0,01
121.662;0,03;1,08;0,09;0,00;0,00;-0,01;1,08;0,01
121.696;0,03;1,08;0,09;0,00;0,00;-0,01;1,08;0,01
121.707;0,03;1,08;0,09;0,00;-0,01;0,00;1,08;0,01
121.765;0,03;1,08;0,09;0,00;-0,01;0,00;1,08;0,01
121.782;0,03;1,08;0,09;0,00;-0,02;-0,01;1,08;0,02
121.797;0,03;1,08;0,09;0,00;-0,02;-0,01;1,08;0,02
121.86;0,03;1,08;0,09;0,00;-0,02;-0,01;1,08;0,02
121.862;0,03;1,08;0,09;0,00;0,00;0,01;1,08;0,01
121.896;0,03;1,08;0,09;0,00;0,00;0,01;1,08;0,01
121.917;0,03;1,08;0,09;0,01;-0,02;0,00;1,08;0,02
121.966;0,03;1,08;0,08;0,01;-0,02;0,00;1,08;0,02
121.987;0,03;1,08;0,08;0,00;-0,01;0,01;1,08;0,01
121.996;0,03;1,08;0,09;0,00;-0,01;0,01;1,08;0,01
122.057;0,02;1,08;0,08;0,00;-0,01;0,01;1,08;0,01
122.06;0,02;1,08;0,08;-0,01;-0,01;0,00;1,08;0,01
122.096;0,02;1,08;0,08;-0,01;-0,01;0,00;1,08;0,01
122.128;0,02;1,08;0,08;0,01;0,00;0,00;1,08;0,01
122.148;0,03;1,08;0,08;0,01;0,00;0,00;1,08;0,01
122.198;0,03;1,08;0,08;0,01;0,00;0,00;1,08;0,01
122.199;0,03;1,08;0,08;0,00;0,02;0,02;1,08;0,03
122.255;0,04;1,08;0,08;0,00;0,02;0,02;1,08;0,03
122.268;0,04;1,08;0,08;0,00;0,00;0,01;1,08;0,01
122.296;0,03;1,08;0,09;0,00;0,00;0,01;1,08;0,01
122.337;0,03;1,08;0,09;0,01;-0,03;-0,01;1,08;0,03
122.36;0,03;1,08;0,08;0,01;-0,03;-0,01;1,08;0,03
122.396;0,03;1,08;0,08;0,01;-0,03;-0,01;1,08;0,03
122.408;0,03;1,08;0,08;0,00;0,00;0,01;1,08;0,01
122.454;0,03;1,08;0,08;0,00;0,00;0,01;1,08;0,01
122.479;0,03;1,08;0,08;0,00;0,00;0,01;1,08;0,01
122.497;0,03;1,08;0,07;0,00;0,00;0,01;1,08;0,01
122.562;0,03;1,08;0,08;0,00;0,00;0,01;1,08;0,01
122.563;0,03;1,08;0,08;-0,01;0,02;0,01;1,08;0,02
122.596;0,03;1,08;0,08;-0,01;0,02;0,01;1,08;0,02
122.618;0,03;1,08;0,08;0,00;0,02;0,00;1,08;0,02
122.658;0,03;1,08;0,08;0,00;0,02;0,00;1,08;0,02
122.688;0,03;1,08;0,08;0,00;0,02;0,01;1,08;0,02
122.696;0,03;1,08;0,09;0,00;0,02;0,01;1,08;0,02
122.758;0,03;1,08;0,08;0,00;0,02;0,01;1,08;0,02
122.765;0,03;1,08;0,08;0,00;0,01;0,01;1,08;0,01
122.796;0,03;1,08;0,08;0,00;0,01;0,01;1,08;0,01
122.829;0,03;1,08;0,08;0,00;0,00;0,00;1,08;0,00
122.846;0,03;1,08;0,08;0,00;0,00;0,00;1,08;0,00
122.897;0,03;1,08;0,08;0,00;0,00;0,00;1,08;0,00
122.899;0,03;1,08;0,08;0,00;0,00;0,00;1,08;0,00
122.958;0,03;1,08;0,08;0,00;0,00;0,00;1,08;0,00
122.969;0,03;1,08;0,08;0,00;0,01;0,00;1,08;0,01
122.996;0,04;1,08;0,08;0,00;0,01;0,00;1,08;0,01
123.038;0,04;1,08;0,08;0,00;0,01;0,00;1,08;0,01
123.049;0,03;1,09;0,08;0,00;0,01;0,00;1,09;0,01
123.096;0,03;1,08;0,09;0,00;0,01;0,00;1,08;0,01
123.107;0,03;1,08;0,09;0,01;-0,01;-0,01;1,08;0,02
123.155;0,03;1,08;0,08;0,01;-0,01;-0,01;1,08;0,02
123.179;0,03;1,08;0,08;0,00;0,01;-0,01;1,08;0,01
123.196;0,03;1,08;0,08;0,00;0,01;-0,01;1,08;0,01
123.267;0,03;1,08;0,08;0,00;0,01;-0,01;1,08;0,01
123.269;0,03;1,08;0,08;0,00;0,01;0,01;1,08;0,01
123.296;0,04;1,08;0,08;0,00;0,01;0,01;1,08;0,01
123.318;0,04;1,08;0,08;-0,01;0,02;0,02;1,08;0,03
123.354;0,04;1,08;0,08;-0,01;0,02;0,02;1,08;0,03
123.387;0,04;1,08;0,08;0,00;0,00;-0,01;1,08;0,01
123.396;0,03;1,08;0,08;0,00;0,00;-0,01;1,08;0,01
123.446;0,03;1,09;0,08;0,00;0,00;-0,01;1,09;0,01
123.51;0,03;1,09;0,08;-0,02;0,02;0,03;1,09;0,04
123.511;0,03;1,08;0,08;-0,02;0,02;0,03;1,08;0,04
123.542;0,03;1,08;0,08;0,00;-0,01;-0,01;1,08;0,01
123.555;0,03;1,09;0,07;0,00;-0,01;-0,01;1,09;0,01
123.596;0,03;1,08;0,08;0,00;-0,01;-0,01;1,08;0,01
123.599;0,03;1,08;0,08;-0,01;0,02;0,00;1,08;0,02
123.646;0,03;1,08;0,08;-0,01;0,02;0,00;1,08;0,02
123.667;0,03;1,08;0,08;0,00;0,02;-0,01;1,08;0,02
123.696;0,04;1,08;0,08;0,00;0,02;-0,01;1,08;0,02
123.738;0,04;1,08;0,08;-0,01;0,02;0,01;1,08;0,02
123.746;0,04;1,08;0,09;-0,01;0,02;0,01;1,08;0,02
123.796;0,03;1,08;0,09;-0,01;0,02;0,01;1,08;0,02
123.808;0,03;1,08;0,09;0,00;0,01;-0,02;1,08;0,02
123.846;0,04;1,08;0,08;0,00;0,01;-0,02;1,08;0,02
123.887;0,04;1,08;0,08;0,00;0,01;0,01;1,08;0,01
123.898;0,04;1,09;0,08;0,00;0,01;0,01;1,09;0,01
123.946;0,03;1,08;0,08;0,00;0,01;0,01;1,08;0,01
123.949;0,03;1,08;0,08;0,01;-0,01;0,00;1,08;0,01
123.996;0,04;1,08;0,08;0,01;-0,01;0,00;1,08;0,01
124.018;0,04;1,08;0,08;0,03;0,02;0,03;1,08;0,05
124.046;0,04;1,08;0,08;0,03;0,02;0,03;1,08;0,05
124.097;0,04;1,08;0,08;0,02;0,00;0,00;1,08;0,02
124.099;0,03;1,09;0,08;0,02;0,00;0,00;1,09;0,02
124.146;0,03;1,08;0,08;0,02;0,00;0,00;1,08;0,02
124.157;0,03;1,08;0,08;0,01;0,01;0,03;1,08;0,03
124.196;0,04;1,08;0,07;0,01;0,01;0,03;1,08;0,03
124.229;0,04;1,08;0,07;0,02;0,01;0,01;1,08;0,02
124.248;0,03;1,08;0,08;0,02;0,01;0,01;1,08;0,02
124.296;0,04;1,08;0,08;0,02;0,01;0,01;1,08;0,02
124.3;0,04;1,08;0,08;0,02;0,02;0,01;1,08;0,03
124.346;0,04;1,08;0,08;0,02;0,02;0,01;1,08;0,03
124.368;0,04;1,08;0,08;0,01;0,00;-0,01;1,08;0,01
124.403;0,03;1,08;0,07;0,01;0,00;-0,01;1,08;0,01
124.438;0,03;1,08;0,07;0,01;0,01;-0,02;1,08;0,02
124.446;0,04;1,08;0,07;0,01;0,01;-0,02;1,08;0,02
124.496;0,05;1,08;0,07;0,01;0,01;-0,02;1,08;0,02
124.508;0,05;1,08;0,07;0,02;-0,01;-0,02;1,08;0,03
124.546;0,05;1,08;0,08;0,02;-0,01;-0,02;1,08;0,03
124.579;0,05;1,08;0,08;0,01;-0,03;0,01;1,08;0,03
124.596;0,04;1,08;0,08;0,01;-0,03;0,01;1,08;0,03
124.646;0,02;1,08;0,07;0,01;-0,03;0,01;1,08;0,03
124.648;0,02;1,08;0,07;0,02;-0,04;-0,01;1,08;0,05
124.696;0,02;1,08;0,06;0,02;-0,04;-0,01;1,08;0,05
124.718;0,02;1,08;0,06;0,01;-0,04;-0,02;1,08;0,05
124.746;0,03;1,09;0,05;0,01;-0,04;-0,02;1,09;0,05
124.795;0,03;1,09;0,05;0,00;0,09;0,03;1,09;0,09
124.808;0,04;1,09;0,06;0,00;0,09;0,03;1,09;0,09
124.846;0,05;1,08;0,08;0,00;0,09;0,03;1,08;0,09
124.857;0,05;1,08;0,08;0,00;0,06;0,01;1,08;0,06
124.897;0,04;1,09;0,07;0,00;0,06;0,01;1,09;0,06
124.929;0,04;1,09;0,07;-0,01;0,04;0,02;1,09;0,05
124.946;0,03;1,08;0,07;-0,01;0,04;0,02;1,08;0,05
125.001;0,04;1,08;0,06;-0,01;0,04;0,02;1,08;0,05
125.004;0,04;1,08;0,06;0,00;0,02;0,00;1,08;0,02
125.046;0,04;1,08;0,07;0,00;0,02;0,00;1,08;0,02
125.068;0,04;1,08;0,07;0,02;0,00;-0,01;1,08;0,02
125.096;0,04;1,09;0,06;0,02;0,00;-0,01;1,09;0,02
125.138;0,04;1,09;0,06;0,02;0,00;-0,01;1,09;0,02
125.148;0,04;1,08;0,06;0,02;0,00;-0,01;1,08;0,02
125.197;0,04;1,09;0,06;0,02;0,00;-0,01;1,09;0,02
125.207;0,04;1,09;0,06;0,01;-0,01;-0,01;1,09;0,02
125.246;0,04;1,09;0,06;0,01;-0,01;-0,01;1,09;0,02
125.288;0,04;1,09;0,06;0,01;-0,01;0,00;1,09;0,01
125.301;0,04;1,08;0,07;0,01;-0,01;0,00;1,08;0,01
125.346;0,03;1,09;0,06;0,01;-0,01;0,00;1,09;0,01
125.35;0,03;1,09;0,06;-0,01;0,00;0,00;1,09;0,01
125.399;0,04;1,08;0,07;-0,01;0,00;0,00;1,08;0,01
125.418;0,04;1,08;0,07;0,00;-0,02;-0,02;1,08;0,03
125.446;0,03;1,09;0,06;0,00;-0,02;-0,02;1,09;0,03
125.492;0,03;1,09;0,06;0,01;0,01;-0,01;1,09;0,02
125.509;0,04;1,09;0,06;0,01;0,01;-0,01;1,09;0,02
125.546;0,03;1,08;0,05;0,01;0,01;-0,01;1,08;0,02
125.557;0,03;1,08;0,05;0,05;-0,02;-0,04;1,08;0,07
125.596;0,03;1,09;0,06;0,05;-0,02;-0,04;1,09;0,07
125.629;0,03;1,09;0,06;0,01;0,02;-0,01;1,09;0,02
125.646;0,01;1,09;0,05;0,01;0,02;-0,01;1,09;0,02
125.701;0,03;1,08;0,07;0,01;0,02;-0,01;1,08;0,02
125.703;0,03;1,08;0,07;-0,03;0,12;0,01;1,08;0,12
125.746;0,03;1,08;0,08;-0,03;0,12;0,01;1,08;0,12
125.768;0,03;1,08;0,08;0,01;0,07;-0,04;1,08;0,08
125.8;0,04;1,09;0,06;0,01;0,07;-0,04;1,09;0,08
125.838;0,04;1,09;0,06;-0,03;0,06;0,01;1,09;0,07
125.848;0,05;1,08;0,08;-0,03;0,06;0,01;1,08;0,07
125.896;0,04;1,08;0,09;-0,03;0,06;0,01;1,08;0,07
125.907;0,04;1,08;0,09;-0,03;-0,02;0,01;1,08;0,04
125.946;0,04;1,08;0,09;-0,03;-0,02;0,01;1,08;0,04
125.993;0,04;1,08;0,09;-0,05;-0,04;0,00;1,08;0,06
125.999;0,03;1,09;0,06;-0,05;-0,04;0,00;1,09;0,06
126.046;0,03;1,09;0,06;-0,05;-0,04;0,00;1,09;0,06
126.05;0,03;1,09;0,06;-0,06;-0,01;0,04;1,09;0,07
126.098;0,04;1,09;0,06;-0,06;-0,01;0,04;1,09;0,07
126.118;0,04;1,09;0,06;-0,06;0,01;0,05;1,09;0,08
126.146;0,04;1,08;0,08;-0,06;0,01;0,05;1,08;0,08
126.198;0,04;1,08;0,08;-0,02;-0,03;0,01;1,08;0,04
126.201;0,04;1,08;0,08;-0,02;-0,03;0,01;1,08;0,04
126.246;0,04;1,08;0,08;-0,02;-0,03;0,01;1,08;0,04
126.257;0,04;1,08;0,08;-0,03;-0,04;0,01;1,08;0,05
126.303;0,03;1,08;0,08;-0,03;-0,04;0,01;1,08;0,05
126.328;0,03;1,08;0,08;-0,04;-0,01;-0,03;1,08;0,05
126.346;0,03;1,08;0,08;-0,04;-0,01;-0,03;1,08;0,05
126.405;0,03;1,08;0,08;-0,04;-0,01;-0,03;1,08;0,05
126.406;0,03;1,08;0,08;-0,05;0,00;-0,04;1,08;0,06
126.446;0,02;1,08;0,07;-0,05;0,00;-0,04;1,08;0,06
126.468;0,02;1,08;0,07;-0,05;0,03;-0,02;1,08;0,06
126.496;0,02;1,08;0,06;-0,05;0,03;-0,02;1,08;0,06
126.538;0,02;1,08;0,06;-0,03;0,13;-0,02;1,08;0,13
126.546;0,02;1,08;0,07;-0,03;0,13;-0,02;1,08;0,13
126.603;0,03;1,08;0,08;-0,03;0,13;-0,02;1,08;0,13
126.608;0,03;1,08;0,08;-0,03;0,12;-0,06;1,08;0,14
126.646;0,03;1,08;0,08;-0,03;0,12;-0,06;1,08;0,14
126.679;0,03;1,08;0,08;0,01;0,08;-0,01;1,08;0,08
126.697;0,03;1,08;0,08;0,01;0,08;-0,01;1,08;0,08
126.746;0,03;1,08;0,06;0,01;0,08;-0,01;1,08;0,08
126.749;0,03;1,08;0,06;0,05;0,11;0,01;1,08;0,12
126.796;0,02;1,08;0,07;0,05;0,11;0,01;1,08;0,12
126.818;0,02;1,08;0,07;0,06;0,12;0,01;1,08;0,13
126.846;0,02;1,08;0,07;0,06;0,12;0,01;1,08;0,13
126.895;0,02;1,08;0,07;0,07;0,09;0,01;1,08;0,11
126.898;0,02;1,09;0,07;0,07;0,09;0,01;1,09;0,11
126.946;0,02;1,08;0,07;0,07;0,09;0,01;1,08;0,11
126.957;0,02;1,08;0,07;0,05;0,12;0,05;1,08;0,14
126.998;0,03;1,07;0,07;0,05;0,12;0,05;1,07;0,14
127.028;0,03;1,07;0,07;-0,09;0,12;-0,07;1,07;0,17
127.048;0,02;1,09;0,08;-0,09;0,12;-0,07;1,09;0,17
127.096;0,01;1,08;0,07;-0,09;0,12;-0,07;1,08;0,17
127.099;0,01;1,08;0,07;0,14;-0,02;0,01;1,08;0,14
127.146;-0,01;1,09;0,06;0,14;-0,02;0,01;1,09;0,14
127.168;-0,01;1,09;0,06;0,02;0,03;-0,02;1,09;0,04
127.196;0,00;1,08;0,07;0,02;0,03;-0,02;1,08;0,04
127.237;0,00;1,08;0,07;0,17;0,08;-0,18;1,08;0,26
127.247;0,03;1,07;0,04;0,17;0,08;-0,18;1,07;0,26
127.296;0,00;1,09;0,06;0,17;0,08;-0,18;1,09;0,26
127.307;0,00;1,09;0,06;0,15;0,05;-0,15;1,09;0,22
127.346;0,01;1,10;0,06;0,15;0,05;-0,15;1,10;0,22
127.379;0,01;1,10;0,06;0,07;0,06;0,16;1,10;0,18
127.398;0,00;1,08;0,06;0,07;0,06;0,16;1,08;0,18
127.446;0,00;1,08;0,05;0,07;0,06;0,16;1,08;0,18
127.449;0,00;1,08;0,05;-0,10;-0,07;-0,01;1,08;0,12
127.496;0,01;1,09;0,05;-0,10;-0,07;-0,01;1,09;0,12
127.518;0,01;1,09;0,05;0,14;-0,05;0,05;1,09;0,16
127.546;0,01;1,09;0,04;0,14;-0,05;0,05;1,09;0,16
127.597;0,01;1,09;0,04;-0,11;-0,02;0,07;1,09;0,13
127.6;0,01;1,09;0,05;-0,11;-0,02;0,07;1,09;0,13
127.646;0,02;1,08;0,04;-0,11;-0,02;0,07;1,08;0,13
127.657;0,02;1,08;0,04;-0,06;0,01;0,04;1,08;0,07
127.696;0,01;1,09;0,05;-0,06;0,01;0,04;1,09;0,07
127.729;0,01;1,09;0,05;-0,02;0,06;0,09;1,09;0,11
127.746;0,01;1,09;0,05;-0,02;0,06;0,09;1,09;0,11
127.796;0,03;1,08;0,06;-0,02;0,06;0,09;1,08;0,11
127.8;0,03;1,08;0,06;0,01;0,11;0,14;1,08;0,18
127.846;0,03;1,08;0,05;0,01;0,11;0,14;1,08;0,18
127.868;0,03;1,08;0,05;0,08;0,09;0,05;1,08;0,13
127.908;0,04;1,08;0,03;0,08;0,09;0,05;1,08;0,13
